order_id,order_date,channel,region,sku,product_name,category,qty,unit_price,discount_amount,revenue,cost,status
ORD-001020,2026-04-12,TikTok,Jabodetabek,ADC,Acne Defense Cream,Treatment,2,145000,14500,275500,128000,completed
ORD-001021,2026-04-12,TikTok,Jabodetabek,SER,Brightening Serum,Serum,1,210000,0,210000,105000,completed
ORD-001022,2026-04-12,TikTok,Jabodetabek,TON,Hydrating Toner,Toner,1,115000,0,115000,52000,completed
ORD-001023,2026-04-12,TikTok,Kalimantan,ECG,Eye Care Gel,Treatment,2,175000,70000,280000,184000,completed
ORD-001024,2026-04-12,Shopee,Jabodetabek,ADC,Acne Defense Cream,Treatment,1,145000,14500,130500,64000,completed
ORD-001025,2026-04-12,Shopee,Jawa Tengah,SER,Brightening Serum,Serum,2,210000,0,420000,210000,completed
ORD-001026,2026-04-12,Shopee,Jabodetabek,FCW,Facial Cleanser Wash,Cleanser,1,99000,0,99000,41000,completed
ORD-001027,2026-04-12,Shopee,Jabodetabek,ADC,Acne Defense Cream,Treatment,1,145000,7200,137800,64000,completed
ORD-001028,2026-04-12,Shopee,Kalimantan,SER,Brightening Serum,Serum,1,210000,42000,168000,105000,completed
ORD-001029,2026-04-12,Shopee,Jawa Barat,SSUP,Sunscreen SPF 50,Suncare,1,168000,0,168000,82000,completed
ORD-001030,2026-04-12,Shopee,Jawa Timur,ECG,Eye Care Gel,Treatment,1,175000,0,175000,92000,completed
ORD-001031,2026-04-12,Shopee,Jawa Tengah,TON,Hydrating Toner,Toner,1,115000,11500,103500,52000,completed
ORD-001032,2026-04-12,Shopee,Sumatera,ADC,Acne Defense Cream,Treatment,1,145000,14500,130500,64000,completed
ORD-001033,2026-04-12,Shopee,Kalimantan,SER,Brightening Serum,Serum,1,210000,21000,189000,105000,completed
ORD-001034,2026-04-12,Shopee,Jawa Timur,FCW,Facial Cleanser Wash,Cleanser,1,99000,0,99000,41000,completed
ORD-001035,2026-04-12,Shopee,Jawa Timur,SSUP,Sunscreen SPF 50,Suncare,1,168000,8400,159600,82000,completed
ORD-001036,2026-04-12,Shopee,Jawa Tengah,SSUP,Sunscreen SPF 50,Suncare,1,168000,33600,134400,82000,completed
ORD-001037,2026-04-12,Shopee,Kalimantan,SER,Brightening Serum,Serum,1,210000,10500,199500,105000,completed
ORD-001038,2026-04-12,Shopee,Kalimantan,TON,Hydrating Toner,Toner,1,115000,11500,103500,52000,completed
ORD-001039,2026-04-12,Shopee,Sumatera,SSUP,Sunscreen SPF 50,Suncare,1,168000,25200,142800,82000,completed
ORD-001040,2026-04-12,Shopee,Jawa Tengah,FCW,Facial Cleanser Wash,Cleanser,1,99000,5000,94000,41000,completed
ORD-001041,2026-04-12,Shopee,Jabodetabek,TON,Hydrating Toner,Toner,1,115000,5800,109200,52000,completed
ORD-001042,2026-04-12,Shopee,Jawa Barat,TON,Hydrating Toner,Toner,1,115000,5800,109200,52000,completed
ORD-001043,2026-04-12,Shopee,Jawa Barat,SER,Brightening Serum,Serum,1,210000,0,210000,105000,completed
ORD-001044,2026-04-12,Shopee,Sumatera,SER,Brightening Serum,Serum,1,210000,0,210000,105000,completed
ORD-001045,2026-04-12,Shopee,Sumatera,SER,Brightening Serum,Serum,2,210000,42000,378000,210000,completed
ORD-001046,2026-04-12,Shopee,Jabodetabek,FCW,Facial Cleanser Wash,Cleanser,1,99000,0,99000,41000,completed
ORD-001047,2026-04-12,Shopee,Kalimantan,SSUP,Sunscreen SPF 50,Suncare,1,168000,0,168000,82000,completed
ORD-001048,2026-04-12,Shopee,Kalimantan,SSUP,Sunscreen SPF 50,Suncare,1,168000,16800,151200,82000,completed
ORD-001049,2026-04-12,Shopee,Jawa Tengah,FCW,Facial Cleanser Wash,Cleanser,2,99000,0,198000,82000,completed
ORD-001050,2026-04-12,Shopee,Jawa Tengah,SER,Brightening Serum,Serum,1,210000,10500,199500,105000,completed
ORD-001051,2026-04-12,Shopee,Kalimantan,TON,Hydrating Toner,Toner,1,115000,0,115000,52000,completed
ORD-001052,2026-04-12,Shopee,Jawa Tengah,SSUP,Sunscreen SPF 50,Suncare,1,168000,0,168000,82000,completed
ORD-001053,2026-04-12,Shopee,Jawa Tengah,SSUP,Sunscreen SPF 50,Suncare,1,168000,25200,142800,82000,completed
ORD-001054,2026-04-12,Tokopedia,Kalimantan,SSUP,Sunscreen SPF 50,Suncare,1,168000,0,168000,82000,completed
ORD-001055,2026-04-12,Tokopedia,Jawa Barat,SSUP,Sunscreen SPF 50,Suncare,1,168000,16800,151200,82000,completed
ORD-001056,2026-04-12,Tokopedia,Jawa Timur,SER,Brightening Serum,Serum,1,210000,0,210000,105000,completed
ORD-001057,2026-04-12,Tokopedia,Jabodetabek,ADC,Acne Defense Cream,Treatment,2,145000,0,290000,128000,completed
ORD-001058,2026-04-12,Tokopedia,Jawa Tengah,TON,Hydrating Toner,Toner,2,115000,34500,195500,104000,completed
ORD-001059,2026-04-12,Tokopedia,Jawa Barat,ADC,Acne Defense Cream,Treatment,2,145000,14500,275500,128000,completed
ORD-001060,2026-04-12,Tokopedia,Jawa Barat,ADC,Acne Defense Cream,Treatment,1,145000,21800,-110880,0,returned
ORD-001061,2026-04-12,Tokopedia,Kalimantan,FCW,Facial Cleanser Wash,Cleanser,1,99000,14800,84200,41000,completed
ORD-001062,2026-04-12,Tokopedia,Sumatera,FCW,Facial Cleanser Wash,Cleanser,2,99000,0,198000,82000,completed
ORD-001063,2026-04-12,Tokopedia,Jawa Barat,ADC,Acne Defense Cream,Treatment,2,145000,14500,275500,128000,completed
ORD-001064,2026-04-12,Tokopedia,Jawa Timur,SSUP,Sunscreen SPF 50,Suncare,2,168000,33600,302400,164000,completed
ORD-001065,2026-04-12,Tokopedia,Sumatera,ADC,Acne Defense Cream,Treatment,1,145000,21800,123200,64000,completed
ORD-001066,2026-04-12,Tokopedia,Jawa Barat,ECG,Eye Care Gel,Treatment,1,175000,26200,148800,92000,completed
ORD-001067,2026-04-12,Tokopedia,Sumatera,SSUP,Sunscreen SPF 50,Suncare,1,168000,0,168000,82000,completed
ORD-001068,2026-04-12,Tokopedia,Jawa Barat,SER,Brightening Serum,Serum,1,210000,0,210000,105000,completed
ORD-001069,2026-04-12,Website,Jawa Tengah,TON,Hydrating Toner,Toner,1,115000,0,115000,52000,completed
ORD-001070,2026-04-12,Website,Jawa Timur,TON,Hydrating Toner,Toner,1,115000,11500,103500,52000,completed
ORD-001071,2026-04-12,Website,Jabodetabek,TON,Hydrating Toner,Toner,2,115000,34500,195500,104000,completed
ORD-001072,2026-04-12,Website,Jabodetabek,SER,Brightening Serum,Serum,2,210000,21000,399000,210000,completed
ORD-001073,2026-04-12,Website,Jawa Timur,ADC,Acne Defense Cream,Treatment,1,145000,0,145000,64000,completed
ORD-001074,2026-04-12,Website,Sumatera,TON,Hydrating Toner,Toner,2,115000,34500,195500,104000,completed
ORD-001075,2026-04-12,Website,Jawa Barat,SER,Brightening Serum,Serum,2,210000,42000,378000,210000,completed
ORD-001076,2026-04-12,Website,Kalimantan,SSUP,Sunscreen SPF 50,Suncare,2,168000,0,336000,164000,completed
ORD-001077,2026-04-12,Website,Jawa Timur,SSUP,Sunscreen SPF 50,Suncare,1,168000,0,168000,82000,completed
ORD-001078,2026-04-13,TikTok,Kalimantan,ECG,Eye Care Gel,Treatment,2,175000,52500,297500,184000,completed
ORD-001079,2026-04-13,TikTok,Kalimantan,TON,Hydrating Toner,Toner,2,115000,46000,184000,104000,completed
ORD-001080,2026-04-13,TikTok,Jawa Tengah,SSUP,Sunscreen SPF 50,Suncare,1,168000,16800,151200,82000,completed
ORD-001081,2026-04-13,TikTok,Jawa Tengah,ECG,Eye Care Gel,Treatment,1,175000,0,175000,92000,completed
ORD-001082,2026-04-13,TikTok,Sumatera,ADC,Acne Defense Cream,Treatment,1,145000,14500,130500,64000,completed
ORD-001083,2026-04-13,TikTok,Jawa Tengah,FCW,Facial Cleanser Wash,Cleanser,1,99000,5000,94000,41000,completed
ORD-001084,2026-04-13,TikTok,Sumatera,ECG,Eye Care Gel,Treatment,2,175000,17500,332500,184000,completed
ORD-001085,2026-04-13,TikTok,Jawa Barat,SSUP,Sunscreen SPF 50,Suncare,1,168000,25200,142800,82000,completed
ORD-001086,2026-04-13,TikTok,Jawa Tengah,SER,Brightening Serum,Serum,1,210000,0,210000,105000,completed
ORD-001087,2026-04-13,TikTok,Kalimantan,SSUP,Sunscreen SPF 50,Suncare,2,168000,0,336000,164000,completed
ORD-001088,2026-04-13,TikTok,Sumatera,TON,Hydrating Toner,Toner,2,115000,0,230000,104000,completed
ORD-001089,2026-04-13,TikTok,Jawa Barat,SSUP,Sunscreen SPF 50,Suncare,3,168000,75600,428400,246000,completed
ORD-001090,2026-04-13,TikTok,Kalimantan,SSUP,Sunscreen SPF 50,Suncare,1,168000,0,168000,82000,completed
ORD-001091,2026-04-13,TikTok,Kalimantan,ADC,Acne Defense Cream,Treatment,2,145000,14500,275500,128000,completed
ORD-001092,2026-04-13,TikTok,Kalimantan,SSUP,Sunscreen SPF 50,Suncare,3,168000,0,504000,246000,completed
ORD-001093,2026-04-13,TikTok,Sumatera,ECG,Eye Care Gel,Treatment,1,175000,8800,166200,92000,completed
ORD-001094,2026-04-13,TikTok,Jawa Tengah,ADC,Acne Defense Cream,Treatment,2,145000,43500,246500,128000,completed
ORD-001095,2026-04-13,TikTok,Jawa Barat,ADC,Acne Defense Cream,Treatment,1,145000,0,145000,64000,completed
ORD-001096,2026-04-13,TikTok,Jawa Timur,ECG,Eye Care Gel,Treatment,1,175000,35000,140000,92000,completed
ORD-001097,2026-04-13,TikTok,Sumatera,SSUP,Sunscreen SPF 50,Suncare,1,168000,0,168000,82000,completed
ORD-001098,2026-04-13,TikTok,Kalimantan,SER,Brightening Serum,Serum,1,210000,0,210000,105000,completed
ORD-001099,2026-04-13,TikTok,Jabodetabek,SSUP,Sunscreen SPF 50,Suncare,2,168000,33600,302400,164000,completed
ORD-001100,2026-04-13,TikTok,Jawa Timur,SER,Brightening Serum,Serum,1,210000,0,210000,105000,completed
ORD-001101,2026-04-13,TikTok,Jabodetabek,ECG,Eye Care Gel,Treatment,1,175000,0,175000,92000,completed
ORD-001102,2026-04-13,TikTok,Kalimantan,SER,Brightening Serum,Serum,1,210000,21000,189000,105000,completed
ORD-001103,2026-04-13,Shopee,Kalimantan,ADC,Acne Defense Cream,Treatment,1,145000,14500,130500,64000,completed
ORD-001104,2026-04-13,Shopee,Jabodetabek,SSUP,Sunscreen SPF 50,Suncare,1,168000,16800,151200,82000,completed
ORD-001105,2026-04-13,Shopee,Jawa Barat,SER,Brightening Serum,Serum,2,210000,42000,378000,210000,completed
ORD-001106,2026-04-13,Shopee,Kalimantan,SSUP,Sunscreen SPF 50,Suncare,1,168000,25200,142800,82000,completed
ORD-001107,2026-04-13,Shopee,Jawa Barat,FCW,Facial Cleanser Wash,Cleanser,2,99000,29700,168300,82000,completed
ORD-001108,2026-04-13,Shopee,Jawa Timur,FCW,Facial Cleanser Wash,Cleanser,1,99000,5000,94000,41000,completed
ORD-001109,2026-04-13,Shopee,Jawa Tengah,ADC,Acne Defense Cream,Treatment,1,145000,21800,123200,64000,completed
ORD-001110,2026-04-13,Shopee,Jawa Tengah,ADC,Acne Defense Cream,Treatment,3,145000,87000,348000,192000,completed
ORD-001111,2026-04-13,Shopee,Kalimantan,SER,Brightening Serum,Serum,1,210000,0,210000,105000,completed
ORD-001112,2026-04-13,Shopee,Jabodetabek,SSUP,Sunscreen SPF 50,Suncare,2,168000,50400,285600,164000,completed
ORD-001113,2026-04-13,Shopee,Jawa Barat,FCW,Facial Cleanser Wash,Cleanser,1,99000,19800,79200,41000,completed
ORD-001114,2026-04-13,Shopee,Kalimantan,ADC,Acne Defense Cream,Treatment,1,145000,14500,130500,64000,completed
ORD-001115,2026-04-13,Shopee,Jawa Tengah,SER,Brightening Serum,Serum,1,210000,0,210000,105000,completed
ORD-001116,2026-04-13,Shopee,Sumatera,SER,Brightening Serum,Serum,1,210000,31500,178500,105000,completed
ORD-001117,2026-04-13,Shopee,Jawa Timur,SSUP,Sunscreen SPF 50,Suncare,2,168000,0,336000,164000,completed
ORD-001118,2026-04-13,Shopee,Jabodetabek,SER,Brightening Serum,Serum,2,210000,0,420000,210000,completed
ORD-001119,2026-04-13,Shopee,Jawa Timur,TON,Hydrating Toner,Toner,1,115000,0,115000,52000,completed
ORD-001120,2026-04-13,Shopee,Jawa Timur,TON,Hydrating Toner,Toner,1,115000,0,115000,52000,completed
ORD-001121,2026-04-13,Shopee,Jawa Barat,SER,Brightening Serum,Serum,1,210000,0,210000,105000,completed
ORD-001122,2026-04-13,Shopee,Jabodetabek,ADC,Acne Defense Cream,Treatment,1,145000,7200,137800,64000,completed
ORD-001123,2026-04-13,Tokopedia,Jabodetabek,ECG,Eye Care Gel,Treatment,1,175000,17500,157500,92000,completed
ORD-001124,2026-04-13,Tokopedia,Jawa Tengah,ADC,Acne Defense Cream,Treatment,2,145000,0,290000,128000,completed
ORD-001125,2026-04-13,Tokopedia,Jawa Tengah,TON,Hydrating Toner,Toner,1,115000,11500,103500,52000,completed
ORD-001126,2026-04-13,Tokopedia,Kalimantan,ADC,Acne Defense Cream,Treatment,1,145000,7200,137800,64000,completed
ORD-001127,2026-04-13,Tokopedia,Jawa Tengah,SSUP,Sunscreen SPF 50,Suncare,1,168000,8400,159600,82000,completed
ORD-001128,2026-04-13,Tokopedia,Jawa Tengah,FCW,Facial Cleanser Wash,Cleanser,1,99000,5000,94000,41000,completed
ORD-001129,2026-04-13,Tokopedia,Jabodetabek,FCW,Facial Cleanser Wash,Cleanser,1,99000,14800,84200,41000,completed
ORD-001130,2026-04-13,Tokopedia,Jawa Barat,ADC,Acne Defense Cream,Treatment,1,145000,14500,130500,64000,completed
ORD-001131,2026-04-13,Tokopedia,Jabodetabek,SSUP,Sunscreen SPF 50,Suncare,1,168000,8400,159600,82000,completed
ORD-001132,2026-04-13,Tokopedia,Jawa Timur,SER,Brightening Serum,Serum,2,210000,42000,378000,210000,completed
ORD-001133,2026-04-13,Tokopedia,Jawa Timur,TON,Hydrating Toner,Toner,1,115000,5800,109200,52000,completed
ORD-001134,2026-04-13,Tokopedia,Jawa Timur,ECG,Eye Care Gel,Treatment,1,175000,8800,166200,92000,completed
ORD-001135,2026-04-13,Tokopedia,Kalimantan,SER,Brightening Serum,Serum,2,210000,0,420000,210000,completed
ORD-001136,2026-04-13,Tokopedia,Sumatera,FCW,Facial Cleanser Wash,Cleanser,1,99000,0,99000,41000,completed
ORD-001137,2026-04-13,Tokopedia,Kalimantan,TON,Hydrating Toner,Toner,1,115000,5800,109200,52000,completed
ORD-001138,2026-04-13,Tokopedia,Jabodetabek,FCW,Facial Cleanser Wash,Cleanser,1,99000,0,99000,41000,completed
ORD-001139,2026-04-13,Tokopedia,Sumatera,SSUP,Sunscreen SPF 50,Suncare,1,168000,0,168000,82000,completed
ORD-001140,2026-04-13,Tokopedia,Sumatera,SSUP,Sunscreen SPF 50,Suncare,2,168000,0,336000,164000,completed
ORD-001141,2026-04-13,Website,Sumatera,SER,Brightening Serum,Serum,1,210000,0,210000,105000,completed
ORD-001142,2026-04-13,Website,Jawa Timur,SER,Brightening Serum,Serum,1,210000,10500,199500,105000,completed
ORD-001143,2026-04-13,Website,Jawa Timur,SER,Brightening Serum,Serum,1,210000,10500,199500,105000,completed
ORD-001144,2026-04-13,Website,Jawa Tengah,ADC,Acne Defense Cream,Treatment,1,145000,7200,137800,64000,completed
ORD-001145,2026-04-13,Website,Jawa Timur,ECG,Eye Care Gel,Treatment,2,175000,17500,332500,184000,completed
ORD-001146,2026-04-13,Website,Jawa Barat,SSUP,Sunscreen SPF 50,Suncare,1,168000,8400,159600,82000,completed
ORD-001147,2026-04-13,Website,Jawa Tengah,ADC,Acne Defense Cream,Treatment,1,145000,14500,130500,64000,completed
ORD-001148,2026-04-13,Website,Jawa Timur,SER,Brightening Serum,Serum,2,210000,63000,-321300,0,returned
ORD-001149,2026-04-13,Website,Sumatera,SER,Brightening Serum,Serum,1,210000,0,210000,105000,completed
ORD-001150,2026-04-13,Website,Jawa Barat,ADC,Acne Defense Cream,Treatment,1,145000,0,145000,64000,completed
ORD-001151,2026-04-14,TikTok,Jawa Tengah,FCW,Facial Cleanser Wash,Cleanser,1,99000,0,99000,41000,completed
ORD-001152,2026-04-14,TikTok,Sumatera,SER,Brightening Serum,Serum,1,210000,0,210000,105000,completed
ORD-001153,2026-04-14,TikTok,Jawa Tengah,ECG,Eye Care Gel,Treatment,1,175000,35000,140000,92000,completed
ORD-001154,2026-04-14,TikTok,Jawa Timur,ECG,Eye Care Gel,Treatment,1,175000,8800,166200,92000,completed
ORD-001155,2026-04-14,TikTok,Sumatera,TON,Hydrating Toner,Toner,1,115000,11500,103500,52000,completed
ORD-001156,2026-04-14,TikTok,Sumatera,SER,Brightening Serum,Serum,1,210000,0,210000,105000,completed
ORD-001157,2026-04-14,TikTok,Jawa Timur,SER,Brightening Serum,Serum,1,210000,0,210000,105000,completed
ORD-001158,2026-04-14,TikTok,Jawa Timur,ECG,Eye Care Gel,Treatment,2,175000,17500,332500,184000,completed
ORD-001159,2026-04-14,TikTok,Kalimantan,ADC,Acne Defense Cream,Treatment,1,145000,0,145000,64000,completed
ORD-001160,2026-04-14,TikTok,Jawa Tengah,FCW,Facial Cleanser Wash,Cleanser,2,99000,0,198000,82000,completed
ORD-001161,2026-04-14,TikTok,Jawa Tengah,SSUP,Sunscreen SPF 50,Suncare,1,168000,8400,159600,82000,completed
ORD-001162,2026-04-14,TikTok,Jawa Tengah,SER,Brightening Serum,Serum,1,210000,31500,178500,105000,completed
ORD-001163,2026-04-14,TikTok,Sumatera,ADC,Acne Defense Cream,Treatment,1,145000,7200,137800,64000,completed
ORD-001164,2026-04-14,TikTok,Jawa Barat,ADC,Acne Defense Cream,Treatment,1,145000,0,145000,64000,completed
ORD-001165,2026-04-14,TikTok,Sumatera,SSUP,Sunscreen SPF 50,Suncare,1,168000,8400,159600,82000,completed
ORD-001166,2026-04-14,TikTok,Kalimantan,FCW,Facial Cleanser Wash,Cleanser,1,99000,0,99000,41000,completed
ORD-001167,2026-04-14,TikTok,Jabodetabek,ECG,Eye Care Gel,Treatment,1,175000,8800,166200,92000,completed
ORD-001168,2026-04-14,TikTok,Jawa Timur,SER,Brightening Serum,Serum,2,210000,63000,357000,210000,completed
ORD-001169,2026-04-14,TikTok,Jawa Timur,SER,Brightening Serum,Serum,1,210000,10500,199500,105000,completed
ORD-001170,2026-04-14,TikTok,Jawa Barat,SER,Brightening Serum,Serum,1,210000,31500,178500,105000,completed
ORD-001171,2026-04-14,TikTok,Jawa Timur,ADC,Acne Defense Cream,Treatment,1,145000,14500,130500,64000,completed
ORD-001172,2026-04-14,TikTok,Jawa Timur,ADC,Acne Defense Cream,Treatment,1,145000,0,145000,64000,completed
ORD-001173,2026-04-14,TikTok,Jawa Barat,TON,Hydrating Toner,Toner,2,115000,0,230000,104000,completed
ORD-001174,2026-04-14,TikTok,Kalimantan,SSUP,Sunscreen SPF 50,Suncare,1,168000,25200,142800,82000,completed
ORD-001175,2026-04-14,TikTok,Jabodetabek,SSUP,Sunscreen SPF 50,Suncare,1,168000,0,168000,82000,completed
ORD-001176,2026-04-14,TikTok,Kalimantan,ECG,Eye Care Gel,Treatment,1,175000,26200,148800,92000,completed
ORD-001177,2026-04-14,TikTok,Jawa Tengah,SER,Brightening Serum,Serum,2,210000,0,420000,210000,completed
ORD-001178,2026-04-14,TikTok,Sumatera,SER,Brightening Serum,Serum,1,210000,0,210000,105000,completed
ORD-001179,2026-04-14,TikTok,Jabodetabek,FCW,Facial Cleanser Wash,Cleanser,1,99000,0,99000,41000,completed
ORD-001180,2026-04-14,Shopee,Jawa Barat,TON,Hydrating Toner,Toner,1,115000,17200,97800,52000,completed
ORD-001181,2026-04-14,Shopee,Jabodetabek,ADC,Acne Defense Cream,Treatment,2,145000,14500,-247950,0,returned
ORD-001182,2026-04-14,Shopee,Sumatera,TON,Hydrating Toner,Toner,2,115000,11500,218500,104000,completed
ORD-001183,2026-04-14,Shopee,Jawa Barat,SSUP,Sunscreen SPF 50,Suncare,1,168000,8400,159600,82000,completed
ORD-001184,2026-04-14,Shopee,Jawa Barat,FCW,Facial Cleanser Wash,Cleanser,1,99000,0,99000,41000,completed
ORD-001185,2026-04-14,Shopee,Sumatera,TON,Hydrating Toner,Toner,1,115000,0,115000,52000,completed
ORD-001186,2026-04-14,Shopee,Jawa Tengah,ADC,Acne Defense Cream,Treatment,1,145000,0,145000,64000,completed
ORD-001187,2026-04-14,Shopee,Jabodetabek,ADC,Acne Defense Cream,Treatment,3,145000,65200,369800,192000,completed
ORD-001188,2026-04-14,Shopee,Jawa Barat,ECG,Eye Care Gel,Treatment,2,175000,35000,315000,184000,completed
ORD-001189,2026-04-14,Shopee,Jawa Barat,SSUP,Sunscreen SPF 50,Suncare,1,168000,0,168000,82000,completed
ORD-001190,2026-04-14,Shopee,Jawa Barat,ADC,Acne Defense Cream,Treatment,1,145000,0,145000,64000,completed
ORD-001191,2026-04-14,Shopee,Jawa Tengah,ADC,Acne Defense Cream,Treatment,1,145000,0,145000,64000,completed
ORD-001192,2026-04-14,Shopee,Jawa Timur,ADC,Acne Defense Cream,Treatment,1,145000,0,145000,64000,completed
ORD-001193,2026-04-14,Shopee,Sumatera,SER,Brightening Serum,Serum,1,210000,21000,189000,105000,completed
ORD-001194,2026-04-14,Shopee,Kalimantan,ECG,Eye Care Gel,Treatment,2,175000,17500,332500,184000,completed
ORD-001195,2026-04-14,Shopee,Jawa Barat,ADC,Acne Defense Cream,Treatment,1,145000,21800,123200,64000,completed
ORD-001196,2026-04-14,Shopee,Jawa Timur,ADC,Acne Defense Cream,Treatment,1,145000,0,145000,64000,completed
ORD-001197,2026-04-14,Shopee,Kalimantan,ECG,Eye Care Gel,Treatment,1,175000,17500,157500,92000,completed
ORD-001198,2026-04-14,Shopee,Sumatera,SER,Brightening Serum,Serum,1,210000,21000,189000,105000,completed
ORD-001199,2026-04-14,Shopee,Sumatera,SER,Brightening Serum,Serum,1,210000,0,-189000,0,returned
ORD-001200,2026-04-14,Shopee,Sumatera,FCW,Facial Cleanser Wash,Cleanser,2,99000,0,-178200,0,returned
ORD-001201,2026-04-14,Shopee,Jabodetabek,SER,Brightening Serum,Serum,1,210000,10500,199500,105000,completed
ORD-001202,2026-04-14,Shopee,Jawa Timur,SSUP,Sunscreen SPF 50,Suncare,1,168000,8400,159600,82000,completed
ORD-001203,2026-04-14,Tokopedia,Jawa Barat,TON,Hydrating Toner,Toner,1,115000,5800,109200,52000,completed
ORD-001204,2026-04-14,Tokopedia,Jabodetabek,ADC,Acne Defense Cream,Treatment,1,145000,7200,137800,64000,completed
ORD-001205,2026-04-14,Tokopedia,Kalimantan,SSUP,Sunscreen SPF 50,Suncare,2,168000,67200,268800,164000,completed
ORD-001206,2026-04-14,Tokopedia,Jawa Timur,FCW,Facial Cleanser Wash,Cleanser,1,99000,5000,94000,41000,completed
ORD-001207,2026-04-14,Tokopedia,Jabodetabek,FCW,Facial Cleanser Wash,Cleanser,3,99000,29700,267300,123000,completed
ORD-001208,2026-04-14,Tokopedia,Sumatera,SSUP,Sunscreen SPF 50,Suncare,1,168000,25200,142800,82000,completed
ORD-001209,2026-04-14,Tokopedia,Jawa Barat,SER,Brightening Serum,Serum,1,210000,31500,178500,105000,completed
ORD-001210,2026-04-14,Tokopedia,Jawa Barat,ADC,Acne Defense Cream,Treatment,1,145000,7200,137800,64000,completed
ORD-001211,2026-04-14,Tokopedia,Jawa Barat,SSUP,Sunscreen SPF 50,Suncare,1,168000,25200,142800,82000,completed
ORD-001212,2026-04-14,Tokopedia,Jawa Tengah,ADC,Acne Defense Cream,Treatment,1,145000,14500,130500,64000,completed
ORD-001213,2026-04-14,Tokopedia,Jawa Barat,SSUP,Sunscreen SPF 50,Suncare,2,168000,16800,319200,164000,completed
ORD-001214,2026-04-14,Tokopedia,Jawa Tengah,FCW,Facial Cleanser Wash,Cleanser,1,99000,9900,89100,41000,completed
ORD-001215,2026-04-14,Tokopedia,Kalimantan,ECG,Eye Care Gel,Treatment,1,175000,0,175000,92000,completed
ORD-001216,2026-04-14,Tokopedia,Jawa Tengah,SER,Brightening Serum,Serum,1,210000,21000,189000,105000,completed
ORD-001217,2026-04-14,Tokopedia,Sumatera,SSUP,Sunscreen SPF 50,Suncare,2,168000,33600,302400,164000,completed
ORD-001218,2026-04-14,Tokopedia,Kalimantan,ECG,Eye Care Gel,Treatment,1,175000,26200,148800,92000,completed
ORD-001219,2026-04-14,Tokopedia,Jawa Barat,SER,Brightening Serum,Serum,2,210000,42000,378000,210000,completed
ORD-001220,2026-04-14,Tokopedia,Jawa Timur,TON,Hydrating Toner,Toner,1,115000,0,115000,52000,completed
ORD-001221,2026-04-14,Tokopedia,Jawa Timur,TON,Hydrating Toner,Toner,2,115000,0,230000,104000,completed
ORD-001222,2026-04-14,Tokopedia,Jabodetabek,TON,Hydrating Toner,Toner,2,115000,0,230000,104000,completed
ORD-001223,2026-04-14,Website,Jawa Timur,FCW,Facial Cleanser Wash,Cleanser,1,99000,0,99000,41000,completed
ORD-001224,2026-04-14,Website,Sumatera,TON,Hydrating Toner,Toner,3,115000,0,345000,156000,completed
ORD-001225,2026-04-14,Website,Jawa Barat,ADC,Acne Defense Cream,Treatment,1,145000,21800,123200,64000,completed
ORD-001226,2026-04-14,Website,Kalimantan,TON,Hydrating Toner,Toner,1,115000,17200,97800,52000,completed
ORD-001227,2026-04-14,Website,Jawa Timur,ADC,Acne Defense Cream,Treatment,3,145000,0,435000,192000,completed
ORD-001228,2026-04-14,Website,Jabodetabek,FCW,Facial Cleanser Wash,Cleanser,1,99000,9900,89100,41000,completed
ORD-001229,2026-04-14,Website,Kalimantan,SSUP,Sunscreen SPF 50,Suncare,1,168000,0,168000,82000,completed
ORD-001230,2026-04-14,Website,Kalimantan,SSUP,Sunscreen SPF 50,Suncare,1,168000,16800,151200,82000,completed
ORD-001231,2026-04-14,Website,Jawa Barat,ADC,Acne Defense Cream,Treatment,2,145000,14500,275500,128000,completed
ORD-001232,2026-04-14,Website,Jawa Barat,ECG,Eye Care Gel,Treatment,1,175000,26200,148800,92000,completed
ORD-001233,2026-04-14,Website,Jawa Timur,SER,Brightening Serum,Serum,1,210000,31500,178500,105000,completed
ORD-001234,2026-04-15,TikTok,Jabodetabek,TON,Hydrating Toner,Toner,1,115000,5800,109200,52000,completed
ORD-001235,2026-04-15,TikTok,Jawa Barat,SSUP,Sunscreen SPF 50,Suncare,2,168000,33600,302400,164000,completed
ORD-001236,2026-04-15,TikTok,Sumatera,FCW,Facial Cleanser Wash,Cleanser,1,99000,5000,94000,41000,completed
ORD-001237,2026-04-15,TikTok,Jawa Barat,ADC,Acne Defense Cream,Treatment,1,145000,0,145000,64000,completed
ORD-001238,2026-04-15,TikTok,Sumatera,SER,Brightening Serum,Serum,2,210000,63000,357000,210000,completed
ORD-001239,2026-04-15,TikTok,Jawa Tengah,FCW,Facial Cleanser Wash,Cleanser,2,99000,0,198000,82000,completed
ORD-001240,2026-04-15,TikTok,Jawa Timur,FCW,Facial Cleanser Wash,Cleanser,1,99000,0,99000,41000,completed
ORD-001241,2026-04-15,TikTok,Jawa Timur,ECG,Eye Care Gel,Treatment,1,175000,0,175000,92000,completed
ORD-001242,2026-04-15,TikTok,Jawa Tengah,SER,Brightening Serum,Serum,1,210000,42000,168000,105000,completed
ORD-001243,2026-04-15,TikTok,Kalimantan,SER,Brightening Serum,Serum,1,210000,10500,199500,105000,completed
